id,run_id,scenario_id,timestamp_local,recommended_ac_units_on,recommended_ac_setpoint_c,recommended_fan_units_on,grid_energy_kwh,solar_energy_used_kwh,battery_charge_kwh,battery_discharge_kwh,battery_soc_kwh,cooling_energy_kwh,estimated_indoor_temp_c,comfort_status,interval_cost_pkr,interval_emissions_kgco2e,reason_code,explanation,constraint_violation_count,is_baseline
12561,499fccd1-59cb-4044-97f7-ad3e80b7439e,PUB-A,2026-06-07T12:00:00,2,26,0,0.9475,0,0,0,0,0.825,32.14,infeasible,23.2327,0.47375,INFEASIBLE,Comfort target cannot be achieved with available cooling capacity at 2026-06-07T12:00:00. All available resources are being utilized.,0,0
12562,499fccd1-59cb-4044-97f7-ad3e80b7439e,PUB-A,2026-06-07T12:15:00,2,27,0,0.8825,0,0,0,0,0.825,32.78,infeasible,20.9682,0.44125,INFEASIBLE,Comfort target cannot be achieved with available cooling capacity at 2026-06-07T12:15:00. All available resources are being utilized.,0,0
12563,499fccd1-59cb-4044-97f7-ad3e80b7439e,PUB-A,2026-06-07T12:30:00,2,28,0,0.9125,0,0,0,0,0.825,33.32,infeasible,20.805,0.45625,INFEASIBLE,Comfort target cannot be achieved with available cooling capacity at 2026-06-07T12:30:00. All available resources are being utilized.,0,0
12564,499fccd1-59cb-4044-97f7-ad3e80b7439e,PUB-A,2026-06-07T12:45:00,2,28,0,0.8899999999999999,0,0,0,0,0.825,33.82,infeasible,21.351099999999995,0.44499999999999995,INFEASIBLE,Comfort target cannot be achieved with available cooling capacity at 2026-06-07T12:45:00. All available resources are being utilized.,0,0
12565,499fccd1-59cb-4044-97f7-ad3e80b7439e,PUB-A,2026-06-07T13:00:00,2,29,0,0.8875,0,0,0,0,0.825,34.35,infeasible,20.447999999999997,0.44375,INFEASIBLE,Comfort target cannot be achieved with available cooling capacity at 2026-06-07T13:00:00. All available resources are being utilized.,0,0
12566,499fccd1-59cb-4044-97f7-ad3e80b7439e,PUB-A,2026-06-07T13:15:00,2,29,0,0.9475,0,0,0,0,0.825,34.69,infeasible,22.920025000000003,0.47375,INFEASIBLE,Comfort target cannot be achieved with available cooling capacity at 2026-06-07T13:15:00. All available resources are being utilized.,0,0
12567,499fccd1-59cb-4044-97f7-ad3e80b7439e,PUB-A,2026-06-07T13:30:00,2,30,0,0.9375,0,0,0,0,0.825,35.19,infeasible,21.384375,0.46875,INFEASIBLE,Comfort target cannot be achieved with available cooling capacity at 2026-06-07T13:30:00. All available resources are being utilized.,0,0
12568,499fccd1-59cb-4044-97f7-ad3e80b7439e,PUB-A,2026-06-07T13:45:00,2,30,0,0.9275,0,0,0,0,0.825,35.69,infeasible,21.313950000000002,0.46375,INFEASIBLE,Comfort target cannot be achieved with available cooling capacity at 2026-06-07T13:45:00. All available resources are being utilized.,0,0
12569,499fccd1-59cb-4044-97f7-ad3e80b7439e,PUB-A,2026-06-07T14:00:00,2,30,0,0.9025,0,0,0,0,0.825,36.05,infeasible,21.596825,0.45125,INFEASIBLE,Comfort target cannot be achieved with available cooling capacity at 2026-06-07T14:00:00. All available resources are being utilized.,0,0
12570,499fccd1-59cb-4044-97f7-ad3e80b7439e,PUB-A,2026-06-07T14:15:00,2,30,0,0.885,0,0,0,0,0.825,36.43,infeasible,20.61165,0.4425,INFEASIBLE,Comfort target cannot be achieved with available cooling capacity at 2026-06-07T14:15:00. All available resources are being utilized.,0,0
12571,499fccd1-59cb-4044-97f7-ad3e80b7439e,PUB-A,2026-06-07T14:30:00,2,30,0,0.885,0,0,0,0,0.825,36.75,infeasible,21.92145,0.4425,INFEASIBLE,Comfort target cannot be achieved with available cooling capacity at 2026-06-07T14:30:00. All available resources are being utilized.,0,0
12572,499fccd1-59cb-4044-97f7-ad3e80b7439e,PUB-A,2026-06-07T14:45:00,2,30,0,0.895,0,0,0,0,0.825,36.97,infeasible,21.587400000000002,0.4475,INFEASIBLE,Comfort target cannot be achieved with available cooling capacity at 2026-06-07T14:45:00. All available resources are being utilized.,0,0
12573,499fccd1-59cb-4044-97f7-ad3e80b7439e,PUB-A,2026-06-07T15:00:00,2,30,0,0.9049999999999999,0,0,0,0,0.825,37.16,infeasible,21.385149999999996,0.45249999999999996,INFEASIBLE,Comfort target cannot be achieved with available cooling capacity at 2026-06-07T15:00:00. All available resources are being utilized.,0,0
12574,499fccd1-59cb-4044-97f7-ad3e80b7439e,PUB-A,2026-06-07T15:15:00,2,30,0,0.8825,0,0,0,0,0.825,37.33,infeasible,21.4624,0.44125,INFEASIBLE,Comfort target cannot be achieved with available cooling capacity at 2026-06-07T15:15:00. All available resources are being utilized.,0,0
12575,499fccd1-59cb-4044-97f7-ad3e80b7439e,PUB-A,2026-06-07T15:30:00,2,30,0,0.8899999999999999,0,0,0,0,0.825,37.33,infeasible,22.1699,0.44499999999999995,INFEASIBLE,Comfort target cannot be achieved with available cooling capacity at 2026-06-07T15:30:00. All available resources are being utilized.,0,0
12576,499fccd1-59cb-4044-97f7-ad3e80b7439e,PUB-A,2026-06-07T15:45:00,2,30,0,0.9199999999999999,0,0,0,0,0.825,37.54,infeasible,20.7,0.45999999999999996,INFEASIBLE,Comfort target cannot be achieved with available cooling capacity at 2026-06-07T15:45:00. All available resources are being utilized.,0,0
12577,499fccd1-59cb-4044-97f7-ad3e80b7439e,PUB-A,2026-06-07T16:00:00,2,30,0,0.9275,0,0,0,0,0.825,37.52,infeasible,21.694225,0.46375,INFEASIBLE,Comfort target cannot be achieved with available cooling capacity at 2026-06-07T16:00:00. All available resources are being utilized.,0,0
12578,499fccd1-59cb-4044-97f7-ad3e80b7439e,PUB-A,2026-06-07T16:15:00,2,30,0,0.8999999999999999,0,0,0,0,0.825,37.32,infeasible,21.743999999999996,0.44999999999999996,INFEASIBLE,Comfort target cannot be achieved with available cooling capacity at 2026-06-07T16:15:00. All available resources are being utilized.,0,0
12579,499fccd1-59cb-4044-97f7-ad3e80b7439e,PUB-A,2026-06-07T16:30:00,2,30,0,0.8775,0,0,0,0,0.825,37.25,infeasible,21.349574999999998,0.43875,INFEASIBLE,Comfort target cannot be achieved with available cooling capacity at 2026-06-07T16:30:00. All available resources are being utilized.,0,0
12580,499fccd1-59cb-4044-97f7-ad3e80b7439e,PUB-A,2026-06-07T16:45:00,2,30,0,0.8899999999999999,0,0,0,0,0.825,36.96,infeasible,20.683599999999995,0.44499999999999995,INFEASIBLE,Comfort target cannot be achieved with available cooling capacity at 2026-06-07T16:45:00. All available resources are being utilized.,0,0
12581,499fccd1-59cb-4044-97f7-ad3e80b7439e,PUB-A,2026-06-07T17:00:00,2,30,0,0.9275,0,0,0,0,0.825,36.77,infeasible,21.3696,0.46375,INFEASIBLE,Comfort target cannot be achieved with available cooling capacity at 2026-06-07T17:00:00. All available resources are being utilized.,0,0
12582,499fccd1-59cb-4044-97f7-ad3e80b7439e,PUB-A,2026-06-07T17:15:00,2,30,0,0.9475,0,0,0,0,0.825,36.49,infeasible,22.143075,0.47375,INFEASIBLE,Comfort target cannot be achieved with available cooling capacity at 2026-06-07T17:15:00. All available resources are being utilized.,0,0
12583,499fccd1-59cb-4044-97f7-ad3e80b7439e,PUB-A,2026-06-07T17:30:00,2,30,0,0.895,0,0,0,0,0.825,36.1,infeasible,19.82425,0.4475,INFEASIBLE,Comfort target cannot be achieved with available cooling capacity at 2026-06-07T17:30:00. All available resources are being utilized.,0,0
12584,499fccd1-59cb-4044-97f7-ad3e80b7439e,PUB-A,2026-06-07T17:45:00,2,30,0,0.9375,0,0,0,0,0.825,35.71,infeasible,22.068749999999998,0.46875,INFEASIBLE,Comfort target cannot be achieved with available cooling capacity at 2026-06-07T17:45:00. All available resources are being utilized.,0,0
12585,499fccd1-59cb-4044-97f7-ad3e80b7439e,PUB-A,2026-06-07T18:00:00,2,30,0,0.8775,0,0,0,0,0.825,35.15,infeasible,31.317974999999997,0.570375,INFEASIBLE,Comfort target cannot be achieved with available cooling capacity at 2026-06-07T18:00:00. All available resources are being utilized.,0,0
12586,499fccd1-59cb-4044-97f7-ad3e80b7439e,PUB-A,2026-06-07T18:15:00,2,30,0,0.8899999999999999,0,0,0,0,0.825,34.61,infeasible,35.5555,0.5784999999999999,INFEASIBLE,Comfort target cannot be achieved with available cooling capacity at 2026-06-07T18:15:00. All available resources are being utilized.,0,0
12587,499fccd1-59cb-4044-97f7-ad3e80b7439e,PUB-A,2026-06-07T18:30:00,2,30,0,0.9349999999999999,0,0,0,0,0.825,34.07,infeasible,33.136399999999995,0.60775,INFEASIBLE,Comfort target cannot be achieved with available cooling capacity at 2026-06-07T18:30:00. All available resources are being utilized.,0,0
12588,499fccd1-59cb-4044-97f7-ad3e80b7439e,PUB-A,2026-06-07T18:45:00,2,29,0,0.9125,0,0,0,0,0.825,33.31,infeasible,35.395875,0.593125,INFEASIBLE,Comfort target cannot be achieved with available cooling capacity at 2026-06-07T18:45:00. All available resources are being utilized.,0,0
12589,499fccd1-59cb-4044-97f7-ad3e80b7439e,PUB-A,2026-06-07T19:00:00,2,28,0,0.9025,0,0,0,0,0.825,32.52,infeasible,33.329325,0.586625,INFEASIBLE,Comfort target cannot be achieved with available cooling capacity at 2026-06-07T19:00:00. All available resources are being utilized.,0,0
12590,499fccd1-59cb-4044-97f7-ad3e80b7439e,PUB-A,2026-06-07T19:15:00,2,28,0,0.9325,0,0,0,0,0.825,31.92,infeasible,36.246275,0.606125,INFEASIBLE,Comfort target cannot be achieved with available cooling capacity at 2026-06-07T19:15:00. All available resources are being utilized.,0,0
12591,499fccd1-59cb-4044-97f7-ad3e80b7439e,PUB-A,2026-06-07T19:30:00,2,27,0,0.8875,0,0,0,0,0.825,31.18,infeasible,34.230875,0.576875,INFEASIBLE,Comfort target cannot be achieved with available cooling capacity at 2026-06-07T19:30:00. All available resources are being utilized.,0,0
12592,499fccd1-59cb-4044-97f7-ad3e80b7439e,PUB-A,2026-06-07T19:45:00,2,26,0,0.9099999999999999,0,0,0,0,0.825,30.46,unsafe,33.315099999999994,0.5914999999999999,HEAT_RISK,Extreme heat index of 36.5°C detected with 5 occupants present. Maximum cooling applied for safety.,0,0
12593,499fccd1-59cb-4044-97f7-ad3e80b7439e,PUB-A,2026-06-07T20:00:00,2,25,0,0.94,0,0,0,0,0.825,29.77,unsafe,33.2478,0.611,HEAT_RISK,Extreme heat index of 36.2°C detected with 5 occupants present. Maximum cooling applied for safety.,0,0
12594,499fccd1-59cb-4044-97f7-ad3e80b7439e,PUB-A,2026-06-07T20:15:00,2,25,0,0.945,0,0,0,0,0.825,29.09,unsafe,37.65825,0.61425,HEAT_RISK,Extreme heat index of 35.1°C detected with 5 occupants present. Maximum cooling applied for safety.,0,0
12595,499fccd1-59cb-4044-97f7-ad3e80b7439e,PUB-A,2026-06-07T20:30:00,2,24,0,0.8975,0,0,0,0,0.825,28.44,warning,32.14845,0.583375,HEAT_RISK,Extreme heat index of 37°C detected with 5 occupants present. Maximum cooling applied for safety.,0,0
12596,499fccd1-59cb-4044-97f7-ad3e80b7439e,PUB-A,2026-06-07T20:45:00,1,24,0,0.475,0,0,0,0,0.4125,28.3,warning,18.487,0.30874999999999997,HEAT_RISK,Extreme heat index of 35.6°C detected with 5 occupants present. Maximum cooling applied for safety.,0,0
12597,499fccd1-59cb-4044-97f7-ad3e80b7439e,PUB-A,2026-06-07T21:00:00,1,24,0,0.495,0,0,0,0,0.4125,28.25,warning,18.0279,0.32175,HEAT_RISK,Extreme heat index of 37.7°C detected with 5 occupants present. Maximum cooling applied for safety.,0,0
12598,499fccd1-59cb-4044-97f7-ad3e80b7439e,PUB-A,2026-06-07T21:15:00,1,23,0,0.5025,0,0,0,0,0.4125,28.01,warning,17.75835,0.326625,COMFORT_RISK,Indoor temperature approaching comfort limits. Cooling adjusted to maintain occupant comfort.,0,0
12599,499fccd1-59cb-4044-97f7-ad3e80b7439e,PUB-A,2026-06-07T21:30:00,0,,0,0.08,0,0,0,0,0,28.21,warning,3.0648000000000004,0.052000000000000005,COMFORT_RISK,Indoor temperature approaching comfort limits. Cooling adjusted to maintain occupant comfort.,0,0
12600,499fccd1-59cb-4044-97f7-ad3e80b7439e,PUB-A,2026-06-07T21:45:00,0,,0,0.065,0,0,0,0,0,28.42,warning,2.35885,0.04225,COMFORT_RISK,Indoor temperature approaching comfort limits. Cooling adjusted to maintain occupant comfort.,0,0
12601,499fccd1-59cb-4044-97f7-ad3e80b7439e,PUB-A,2026-06-07T22:00:00,0,,0,0.055,0,0,0,0,0,28.57,warning,1.35465,0.0275,COMFORT_RISK,Indoor temperature approaching comfort limits. Cooling adjusted to maintain occupant comfort.,0,0
12602,499fccd1-59cb-4044-97f7-ad3e80b7439e,PUB-A,2026-06-07T22:15:00,0,,0,0.065,0,0,0,0,0,28.73,warning,1.6087500000000001,0.0325,COMFORT_RISK,Indoor temperature approaching comfort limits. Cooling adjusted to maintain occupant comfort.,0,0
12603,499fccd1-59cb-4044-97f7-ad3e80b7439e,PUB-A,2026-06-07T22:30:00,0,,0,0.105,0,0,0,0,0,28.86,warning,2.4486,0.0525,COMFORT_RISK,Indoor temperature approaching comfort limits. Cooling adjusted to maintain occupant comfort.,0,0
12604,499fccd1-59cb-4044-97f7-ad3e80b7439e,PUB-A,2026-06-07T22:45:00,0,,0,0.0575,0,0,0,0,0,28.98,warning,1.4145,0.02875,COMFORT_RISK,Indoor temperature approaching comfort limits. Cooling adjusted to maintain occupant comfort.,0,0
12605,499fccd1-59cb-4044-97f7-ad3e80b7439e,PUB-A,2026-06-07T23:00:00,0,,0,0.1125,0,0,0,0,0,29.11,unsafe,2.638125,0.05625,COMFORT_RISK,Indoor temperature approaching comfort limits. Cooling adjusted to maintain occupant comfort.,0,0
12606,499fccd1-59cb-4044-97f7-ad3e80b7439e,PUB-A,2026-06-07T23:15:00,0,,0,0.08,0,0,0,0,0,29.13,unsafe,1.8648,0.04,COMFORT_RISK,Indoor temperature approaching comfort limits. Cooling adjusted to maintain occupant comfort.,0,0
12607,499fccd1-59cb-4044-97f7-ad3e80b7439e,PUB-A,2026-06-07T23:30:00,0,,0,0.1,0,0,0,0,0,29.16,unsafe,2.372,0.05,COMFORT_RISK,Indoor temperature approaching comfort limits. Cooling adjusted to maintain occupant comfort.,0,0
12608,499fccd1-59cb-4044-97f7-ad3e80b7439e,PUB-A,2026-06-07T23:45:00,0,,0,0.065,0,0,0,0,0,29.29,unsafe,1.5964,0.0325,COMFORT_RISK,Indoor temperature approaching comfort limits. Cooling adjusted to maintain occupant comfort.,0,0
12609,7ae6e84f-fd18-491e-99dd-ec03baaeb9b6,PUB-B,2026-06-01T00:00:00,1,25,4,0.4925,0,0,0,2.5,0.375,25.41,within_range,5.9642,0.197,OFF_PEAK_CHEAP,Off-peak tariff period (PKR 12.11/kWh). Good opportunity for cooling at lower cost.,0,1
12610,7ae6e84f-fd18-491e-99dd-ec03baaeb9b6,PUB-B,2026-06-01T00:15:00,2,24,4,0.79,0,0,0,2.5,0.675,25.35,within_range,9.6222,0.316,OFF_PEAK_CHEAP,Off-peak tariff period (PKR 12.18/kWh). Good opportunity for cooling at lower cost.,0,1
12611,7ae6e84f-fd18-491e-99dd-ec03baaeb9b6,PUB-B,2026-06-01T00:30:00,2,24,4,0.7875,0,0,0,2.5,0.675,25.29,within_range,10.521,0.315,OFF_PEAK_CHEAP,Off-peak tariff period (PKR 13.36/kWh). Good opportunity for cooling at lower cost.,0,1
12612,7ae6e84f-fd18-491e-99dd-ec03baaeb9b6,PUB-B,2026-06-01T00:45:00,1,25,4,0.495,0,0,0,2.5,0.375,25.38,within_range,6.0044,0.198,OFF_PEAK_CHEAP,Off-peak tariff period (PKR 12.13/kWh). Good opportunity for cooling at lower cost.,0,1
12613,7ae6e84f-fd18-491e-99dd-ec03baaeb9b6,PUB-B,2026-06-01T01:00:00,2,24,4,0.7975,0,0,0,2.5,0.675,25.31,within_range,9.7135,0.319,OFF_PEAK_CHEAP,Off-peak tariff period (PKR 12.18/kWh). Good opportunity for cooling at lower cost.,0,1
12614,7ae6e84f-fd18-491e-99dd-ec03baaeb9b6,PUB-B,2026-06-01T01:15:00,2,24,4,0.795,0,0,0,2.5,0.675,25.25,within_range,10.5258,0.318,OFF_PEAK_CHEAP,Off-peak tariff period (PKR 13.24/kWh). Good opportunity for cooling at lower cost.,0,1
12615,7ae6e84f-fd18-491e-99dd-ec03baaeb9b6,PUB-B,2026-06-01T01:30:00,1,25,4,0.4775,0,0,0,2.5,0.375,25.3,within_range,5.8971,0.191,OFF_PEAK_CHEAP,Off-peak tariff period (PKR 12.35/kWh). Good opportunity for cooling at lower cost.,0,1
12616,7ae6e84f-fd18-491e-99dd-ec03baaeb9b6,PUB-B,2026-06-01T01:45:00,1,25,4,0.4675,0,0,0,2.5,0.375,25.38,within_range,6.5263,0.187,OFF_PEAK_CHEAP,Off-peak tariff period (PKR 13.96/kWh). Good opportunity for cooling at lower cost.,0,1
12617,7ae6e84f-fd18-491e-99dd-ec03baaeb9b6,PUB-B,2026-06-01T02:00:00,1,25,4,0.445,0,0,0,2.5,0.375,25.43,within_range,5.5536,0.178,OFF_PEAK_CHEAP,Off-peak tariff period (PKR 12.48/kWh). Good opportunity for cooling at lower cost.,0,1
12618,7ae6e84f-fd18-491e-99dd-ec03baaeb9b6,PUB-B,2026-06-01T02:15:00,1,25,4,0.4925,0,0,0,2.5,0.375,25.51,within_range,6.8113,0.197,OFF_PEAK_CHEAP,Off-peak tariff period (PKR 13.83/kWh). Good opportunity for cooling at lower cost.,0,1
12619,7ae6e84f-fd18-491e-99dd-ec03baaeb9b6,PUB-B,2026-06-01T02:30:00,1,25,4,0.455,0,0,0,2.5,0.375,25.58,within_range,6.1744,0.182,OFF_PEAK_CHEAP,Off-peak tariff period (PKR 13.57/kWh). Good opportunity for cooling at lower cost.,0,1
12620,7ae6e84f-fd18-491e-99dd-ec03baaeb9b6,PUB-B,2026-06-01T02:45:00,2,24,4,0.745,0,0,0,2.5,0.675,25.49,within_range,9.0219,0.298,OFF_PEAK_CHEAP,Off-peak tariff period (PKR 12.11/kWh). Good opportunity for cooling at lower cost.,0,1
12621,7ae6e84f-fd18-491e-99dd-ec03baaeb9b6,PUB-B,2026-06-01T03:00:00,1,25,4,0.4925,0,0,0,2.5,0.375,25.53,within_range,6.2646,0.197,OFF_PEAK_CHEAP,Off-peak tariff period (PKR 12.72/kWh). Good opportunity for cooling at lower cost.,0,1
12622,7ae6e84f-fd18-491e-99dd-ec03baaeb9b6,PUB-B,2026-06-01T03:15:00,1,25,4,0.4275,0,0,0,2.5,0.375,25.56,within_range,5.4079,0.171,OFF_PEAK_CHEAP,Off-peak tariff period (PKR 12.65/kWh). Good opportunity for cooling at lower cost.,0,1
12623,7ae6e84f-fd18-491e-99dd-ec03baaeb9b6,PUB-B,2026-06-01T03:30:00,1,25,4,0.4675,0,0,0,2.5,0.375,25.59,within_range,6.1617,0.187,OFF_PEAK_CHEAP,Off-peak tariff period (PKR 13.18/kWh). Good opportunity for cooling at lower cost.,0,1
12624,7ae6e84f-fd18-491e-99dd-ec03baaeb9b6,PUB-B,2026-06-01T03:45:00,1,25,4,0.4325,0,0,0,2.5,0.375,25.64,within_range,5.6312,0.173,OFF_PEAK_CHEAP,Off-peak tariff period (PKR 13.02/kWh). Good opportunity for cooling at lower cost.,0,1
12625,7ae6e84f-fd18-491e-99dd-ec03baaeb9b6,PUB-B,2026-06-01T04:00:00,2,24,4,0.7975,0,0,0,2.5,0.675,25.55,within_range,10.0405,0.319,OFF_PEAK_CHEAP,Off-peak tariff period (PKR 12.59/kWh). Good opportunity for cooling at lower cost.,0,1
12626,7ae6e84f-fd18-491e-99dd-ec03baaeb9b6,PUB-B,2026-06-01T04:15:00,2,24,4,0.78,0,0,0,2.5,0.675,25.48,within_range,10.8576,0.312,OFF_PEAK_CHEAP,Off-peak tariff period (PKR 13.92/kWh). Good opportunity for cooling at lower cost.,0,1
12627,7ae6e84f-fd18-491e-99dd-ec03baaeb9b6,PUB-B,2026-06-01T04:30:00,2,24,4,0.7775,0,0,0,2.5,0.675,25.41,within_range,10.4885,0.311,OFF_PEAK_CHEAP,Off-peak tariff period (PKR 13.49/kWh). Good opportunity for cooling at lower cost.,0,1
12628,7ae6e84f-fd18-491e-99dd-ec03baaeb9b6,PUB-B,2026-06-01T04:45:00,2,24,4,0.74,0,0,0,2.5,0.675,25.34,within_range,9.472,0.296,OFF_PEAK_CHEAP,Off-peak tariff period (PKR 12.8/kWh). Good opportunity for cooling at lower cost.,0,1
12629,7ae6e84f-fd18-491e-99dd-ec03baaeb9b6,PUB-B,2026-06-01T05:00:00,1,25,4,0.4475,0,0,0,2.5,0.375,25.42,within_range,5.4013,0.179,OFF_PEAK_CHEAP,Off-peak tariff period (PKR 12.07/kWh). Good opportunity for cooling at lower cost.,0,1
12630,7ae6e84f-fd18-491e-99dd-ec03baaeb9b6,PUB-B,2026-06-01T05:15:00,1,25,4,0.4375,0,0,0,2.5,0.375,25.5,within_range,6.0069,0.175,OFF_PEAK_CHEAP,Off-peak tariff period (PKR 13.73/kWh). Good opportunity for cooling at lower cost.,0,1
12631,7ae6e84f-fd18-491e-99dd-ec03baaeb9b6,PUB-B,2026-06-01T05:30:00,2,24,4,0.785,0,0,0,2.5,0.675,25.44,within_range,10.3463,0.314,OFF_PEAK_CHEAP,Off-peak tariff period (PKR 13.18/kWh). Good opportunity for cooling at lower cost.,0,1
12632,7ae6e84f-fd18-491e-99dd-ec03baaeb9b6,PUB-B,2026-06-01T05:45:00,2,24,4,0.7475,0,0,0,2.5,0.675,25.38,within_range,10.1137,0.299,OFF_PEAK_CHEAP,Off-peak tariff period (PKR 13.53/kWh). Good opportunity for cooling at lower cost.,0,1
12633,7ae6e84f-fd18-491e-99dd-ec03baaeb9b6,PUB-B,2026-06-01T06:00:00,2,24,4,0.73,0,0,0,2.5,0.675,25.33,within_range,10.1543,0.292,OFF_PEAK_CHEAP,Off-peak tariff period (PKR 13.91/kWh). Good opportunity for cooling at lower cost.,0,1
12634,7ae6e84f-fd18-491e-99dd-ec03baaeb9b6,PUB-B,2026-06-01T06:15:00,2,24,4,0.72,0.0075,0,0,2.5,0.675,25.35,within_range,9.9864,0.288,HEAT_RISK,Extreme heat index of 36.9°C detected with 5 occupants present. Maximum cooling applied for safety.,0,1
12635,7ae6e84f-fd18-491e-99dd-ec03baaeb9b6,PUB-B,2026-06-01T06:30:00,2,24,4,0.7675,0.0125,0,0,2.5,0.675,25.41,within_range,10.1694,0.307,HEAT_RISK,Extreme heat index of 39.9°C detected with 5 occupants present. Maximum cooling applied for safety.,0,1
12636,7ae6e84f-fd18-491e-99dd-ec03baaeb9b6,PUB-B,2026-06-01T06:45:00,2,24,4,0.7725,0.02,0,0,2.5,0.675,25.47,within_range,9.6099,0.309,HEAT_RISK,Extreme heat index of 36.3°C detected with 5 occupants present. Maximum cooling applied for safety.,0,1
12637,7ae6e84f-fd18-491e-99dd-ec03baaeb9b6,PUB-B,2026-06-01T07:00:00,2,24,4,0.74,0.03,0,0,2.5,0.675,25.54,within_range,18.2336,0.37,BATTERY_CHARGING,Charging battery from solar surplus. Current SoC: 2.50 kWh.,0,1
12638,7ae6e84f-fd18-491e-99dd-ec03baaeb9b6,PUB-B,2026-06-01T07:15:00,2,24,4,0.7525,0.0375,0,0,2.5,0.675,25.65,within_range,16.8334,0.3762,HEAT_RISK,Extreme heat index of 36.8°C detected with 5 occupants present. Maximum cooling applied for safety.,0,1
12639,7ae6e84f-fd18-491e-99dd-ec03baaeb9b6,PUB-B,2026-06-01T07:30:00,2,24,4,0.7175,0.035,0,0,2.5,0.675,25.77,within_range,16.2514,0.3587,HEAT_RISK,Extreme heat index of 39°C detected with 5 occupants present. Maximum cooling applied for safety.,0,1
12640,7ae6e84f-fd18-491e-99dd-ec03baaeb9b6,PUB-B,2026-06-01T07:45:00,2,24,4,0.69,0.0525,0,0,2.5,0.675,25.94,within_range,16.6497,0.345,HEAT_RISK,Extreme heat index of 39.1°C detected with 5 occupants present. Maximum cooling applied for safety.,0,1
12641,7ae6e84f-fd18-491e-99dd-ec03baaeb9b6,PUB-B,2026-06-01T08:00:00,2,24,4,0.6775,0.0475,0,0,2.5,0.675,26.06,within_range,16.2871,0.3388,HEAT_RISK,Extreme heat index of 40.4°C detected with 2 occupants present. Maximum cooling applied for safety.,0,1
12642,7ae6e84f-fd18-491e-99dd-ec03baaeb9b6,PUB-B,2026-06-01T08:15:00,2,24,4,0.6725,0.065,0,0,2.5,0.675,26.25,within_range,15.4002,0.3362,HEAT_RISK,Extreme heat index of 42.6°C detected with 2 occupants present. Maximum cooling applied for safety.,0,1
12643,7ae6e84f-fd18-491e-99dd-ec03baaeb9b6,PUB-B,2026-06-01T08:30:00,2,24,4,0.6925,0.07,0,0,2.5,0.675,26.39,within_range,17.0632,0.3462,HEAT_RISK,Extreme heat index of 39.3°C detected with 2 occupants present. Maximum cooling applied for safety.,0,1
12644,7ae6e84f-fd18-491e-99dd-ec03baaeb9b6,PUB-B,2026-06-01T08:45:00,2,24,4,0.6875,0.0725,0,0,2.5,0.675,26.57,within_range,15.7575,0.3437,HEAT_RISK,Extreme heat index of 43.6°C detected with 2 occupants present. Maximum cooling applied for safety.,0,1
12645,7ae6e84f-fd18-491e-99dd-ec03baaeb9b6,PUB-B,2026-06-01T09:00:00,2,24,4,0.6575,0.0775,0,0,2.5,0.675,26.71,within_range,15.2277,0.3287,HEAT_RISK,Extreme heat index of 40.6°C detected with 2 occupants present. Maximum cooling applied for safety.,0,1
12646,7ae6e84f-fd18-491e-99dd-ec03baaeb9b6,PUB-B,2026-06-01T09:15:00,2,24,4,0.7075,0.0825,0,0,2.5,0.675,26.9,within_range,16.5343,0.3537,HEAT_RISK,Extreme heat index of 45.4°C detected with 2 occupants present. Maximum cooling applied for safety.,0,1
12647,7ae6e84f-fd18-491e-99dd-ec03baaeb9b6,PUB-B,2026-06-01T09:30:00,2,24,4,0.6425,0.09,0,0,2.5,0.675,27.12,warning,15.722,0.3213,HEAT_RISK,Extreme heat index of 49.6°C detected with 2 occupants present. Maximum cooling applied for safety.,0,1
12648,7ae6e84f-fd18-491e-99dd-ec03baaeb9b6,PUB-B,2026-06-01T09:45:00,2,24,4,0.6675,0.0975,0,0,2.5,0.675,27.33,warning,15.6328,0.3337,HEAT_RISK,Extreme heat index of 46.9°C detected with 2 occupants present. Maximum cooling applied for safety.,0,1
12649,7ae6e84f-fd18-491e-99dd-ec03baaeb9b6,PUB-B,2026-06-01T10:00:00,2,24,4,0.635,0.0975,0,0,2.5,0.675,27.52,warning,14.2176,0.3175,HEAT_RISK,Extreme heat index of 47.2°C detected with 2 occupants present. Maximum cooling applied for safety.,0,1
12650,7ae6e84f-fd18-491e-99dd-ec03baaeb9b6,PUB-B,2026-06-01T10:15:00,2,24,4,0.6575,0.09,0,0,2.5,0.675,27.62,warning,15.5959,0.3288,HEAT_RISK,Extreme heat index of 45.2°C detected with 2 occupants present. Maximum cooling applied for safety.,0,1
12651,7ae6e84f-fd18-491e-99dd-ec03baaeb9b6,PUB-B,2026-06-01T10:30:00,2,24,4,0.6575,0.1,0,0,2.5,0.675,27.78,warning,14.5176,0.3288,HEAT_RISK,Extreme heat index of 49.6°C detected with 2 occupants present. Maximum cooling applied for safety.,0,1
12652,7ae6e84f-fd18-491e-99dd-ec03baaeb9b6,PUB-B,2026-06-01T10:45:00,2,24,4,0.63,0.105,0,0,2.5,0.675,27.96,warning,14.5089,0.315,HEAT_RISK,Extreme heat index of 51°C detected with 2 occupants present. Maximum cooling applied for safety.,0,1
